OCCUPANCY	TOTAL_DEMAND[W]	LIGHT[W]	FRIDGE_FREEZER[W]	TV1[W]	DVD_PLAYER[W]	RECEIVER[W]	OVEN[W]	MICROWAVE[W]	SMALL_COOKING[W]	DISH_WASHER[W]	WASHING_MACHINE[W]	VACUUM[W]	CD_PLAYER[W]	HIFI[W]	PC[W]	PRINTER[W]	KETTLE[W]
2	246	0	177	3	2	24	3	2	2	0	1	0	13	9	5	4	1
2	246	0	177	3	2	24	3	2	2	0	1	0	13	9	5	4	1
2	246	0	177	3	2	24	3	2	2	0	1	0	13	9	5	4	1
2	274	0	177	3	30	24	3	2	2	0	1	0	13	9	5	4	1
2	274	0	177	3	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	388	0	177	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	211	0	0	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	211	0	0	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	211	0	0	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	211	0	0	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	211	0	0	117	30	24	3	2	2	0	1	0	13	9	5	4	1
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	2011	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1812
2	2011	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1812
2	2011	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1812
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	2011	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1812
2	2011	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1812
2	2011	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1812
2	200	0	0	117	30	24	3	2	2	0	1	0	2	9	5	4	1
2	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
2	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
2	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
2	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
2	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	1860	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1812
1	1974	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1812
1	1974	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1812
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	163	0	0	117	2	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	368	0	177	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	191	0	0	117	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	77	0	0	3	30	15	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	86	0	0	3	30	24	3	2	2	0	1	0	2	9	5	4	1
1	416	0	0	3	30	24	3	2	2	0	1	0	2	9	5	334	1
1	416	0	0	3	30	24	3	2	2	0	1	0	2	9	5	334	1
1	416	0	0	3	30	24	3	2	2	0	1	0	2	9	5	334	1
1	565	0	177	3	2	24	3	2	2	0	1	0	2	9	5	334	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	381	0	177	3	2	24	3	2	2	0	1	0	2	9	151	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	204	0	0	3	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	226	0	177	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
0	49	0	0	3	2	15	3	2	2	0	1	0	2	9	5	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	318	0	0	117	2	24	3	2	2	0	1	0	2	9	151	4	1
1	309	0	0	117	2	15	3	2	2	0	1	0	2	9	151	4	1
